BRANCH_CODE,CREDIT_CARD_NO,CUST_SSN,DAY,MONTH,TRANSACTION_ID,TRANSACTION_TYPE,TRANSACTION_VALUE,YEAR,TIMEID
104,4210653313003223,123459916,17,4,308,Bills,22.15,2018,20180417

168,4210653313003223,123459916,16,7,309,Bills,72.53,2018,20180716

139,4210653313003223,123459916,2,6,310,Gas,13.61,2018,20180602

52,4210653313003223,123459916,26,1,311,Healthcare,99.43,2018,20180126

59,4210653313003223,123459916,25,10,312,Test,2.62,2018,20181025

79,4210653313003223,123459916,7,7,313,Test,41.68,2018,20180707

35,4210653313003223,123459916,2,2,314,Entertainment,53.16,2018,20180202

175,4210653313003223,123459916,24,9,315,Grocery,96.89,2018,20180924

139,4210653313003223,123459916,13,2,316,Education,95.49,2018,20180213

24,4210653313003223,123459916,8,11,317,Grocery,57.79,2018,20181108

145,4210653313003223,123459916,18,11,318,Education,87.12,2018,20181118

145,4210653313003223,123459916,4,1,319,Entertainment,30.9,2018,20180104

136,4210653313003223,123459916,16,6,320,Grocery,50.91,2018,20180616

85,4210653313003223,123459916,27,12,321,Test,9.69,2018,20181227

39,4210653313003223,123459916,28,2,322,Entertainment,57.53,2018,20180228

93,4210653313003223,123459916,8,8,323,Entertainment,57.17,2018,20180808

58,4210653313003223,123459916,10,5,324,Grocery,43.09,2018,20180510

117,4210653313003223,123459916,5,3,325,Test,20.26,2018,20180305

15,4210653313003223,123459916,6,9,326,Education,91.25,2018,20180906

117,4210653313003223,123459916,28,7,327,Education,55.72,2018,20180728

46,4210653313003223,123459916,24,10,328,Grocery,18.67,2018,20181024

105,4210653313003223,123459916,9,1,329,Test,92.24,2018,20180109

156,4210653313003223,123459916,18,10,330,Gas,17.37,2018,20181018

26,4210653313003223,123459916,6,2,331,Test,25.26,2018,20180206

3,4210653313003223,123459916,10,1,332,Bills,3.99,2018,20180110

90,4210653313003223,123459916,10,9,333,Healthcare,18.68,2018,20180910

38,4210653313003223,123459916,10,3,334,Gas,19.07,2018,20180310

58,4210653313003223,123459916,17,7,335,Education,94.89,2018,20180717

93,4210653313003223,123459916,1,2,336,Gas,87.27,2018,20180201

99,4210653313003223,123459916,7,9,337,Healthcare,1.95,2018,20180907

18,4210653392204248,123459915,2,12,338,Bills,88.96,2018,20181202

145,4210653392204248,123459915,20,10,339,Bills,3.37,2018,20181020

95,4210653392204248,123459915,14,8,340,Bills,32.47,2018,20180814

37,4210653392204248,123459915,18,4,341,Education,92.76,2018,20180418

5,4210653392204248,123459915,16,5,342,Entertainment,96.47,2018,20180516

79,4210653392204248,123459915,8,7,343,Gas,65.09,2018,20180708

58,4210653392204248,123459915,21,4,344,Bills,36.8,2018,20180421

178,4210653392204248,123459915,28,2,345,Entertainment,81.6,2018,20180228

118,4210653392204248,123459915,14,3,346,Healthcare,28.96,2018,20180314

40,4210653392204248,123459915,4,10,347,Bills,27.26,2018,20181004

99,4210653392204248,123459915,24,5,348,Healthcare,54.85,2018,20180524

144,4210653392204248,123459915,9,5,349,Gas,85.88,2018,20180509

117,4210653392204248,123459915,11,11,350,Entertainment,45.23,2018,20181111

123,4210653392204248,123459915,19,8,351,Gas,17.12,2018,20180819

100,4210653392204248,123459915,17,7,352,Bills,9.81,2018,20180717

67,4210653392204248,123459915,21,1,353,Gas,19.19,2018,20180121

90,4210653392204248,123459915,8,3,354,Bills,72.25,2018,20180308

121,4210653392204248,123459915,22,5,355,Test,74.71,2018,20180522

115,4210653392204248,123459915,1,9,356,Education,11.98,2018,20180901

59,4210653392204248,123459915,25,6,357,Entertainment,40.7,2018,20180625

178,4210653392204248,123459915,2,9,358,Bills,43.11,2018,20180902

24,4210653392204248,123459915,7,8,359,Test,48.36,2018,20180807

164,4210653392204248,123459915,4,8,360,Healthcare,60.58,2018,20180804

131,4210653392204248,123459915,8,3,361,Education,83.22,2018,20180308

149,4210653392204248,123459915,28,1,362,Bills,98.61,2018,20180128

109,4210653392204248,123459915,11,2,363,Healthcare,18.81,2018,20180211

149,4210653392204248,123459915,27,11,364,Grocery,43.0,2018,20181127

145,4210653392204248,123459915,12,9,365,Education,32.72,2018,20180912

46,4210653392204248,123459915,23,10,366,Entertainment,97.18,2018,20181023

66,4210653392204248,123459915,15,2,367,Education,48.04,2018,20180215

99,4210653392204248,123459915,18,4,368,Test,31.34,2018,20180418

67,4210653392204248,123459915,18,5,369,Test,27.88,2018,20180518

81,4210653392204248,123459915,1,3,370,Bills,58.93,2018,20180301

16,4210653392204248,123459915,19,1,371,Bills,27.73,2018,20180119

81,4210653392204248,123459915,14,1,372,Gas,39.21,2018,20180114

35,4210653392204248,123459915,18,2,373,Education,26.48,2018,20180218

139,4210653392204248,123459915,10,3,374,Bills,19.88,2018,20180310

47,4210653392204248,123459915,9,12,375,Bills,65.03,2018,20181209

27,4210653392204248,123459915,8,4,376,Grocery,2.99,2018,20180408

28,4210653392204248,123459915,25,3,377,Education,39.69,2018,20180325

1,4210653392204248,123459915,18,1,378,Test,42.26,2018,20180118

60,4210653392204248,123459915,9,12,379,Gas,86.83,2018,20181209

144,4210653392204248,123459915,11,4,380,Bills,3.08,2018,20180411

69,4210653392204248,123459915,7,3,381,Grocery,51.01,2018,20180307

25,4210653392204248,123459915,20,6,382,Bills,86.34,2018,20180620

145,4210653392204248,123459915,16,2,383,Grocery,10.43,2018,20180216

12,4210653392204248,123459915,27,3,384,Entertainment,25.48,2018,20180327

85,4210653392204248,123459915,28,1,385,Gas,94.33,2018,20180128

57,4210653392204248,123459915,6,3,386,Bills,82.92,2018,20180306

43,4210653392204248,123459915,8,6,387,Education,40.42,2018,20180608

12,4210653392204248,123459915,1,12,388,Healthcare,71.24,2018,20181201

75,4210653313825914,123459909,3,3,389,Healthcare,43.5,2018,20180303

83,4210653313825914,123459909,4,3,390,Test,36.2,2018,20180304

